,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12
10,0.007763129659977978,0.038008094,-0.31497887,-0.6605718,5.576006,10.504072,6.9611263,-0.56964016,-5.0501294,-7.343113,-11.51943,-16.158361,-16.67472,0.30517578125,0.58268857,0.58952093,0.44932204,0.36097708,0.29460314,0.2924578,0.21578401,0.20999691,0.3691669,0.7026246,0.38619035,0.059989933,8.977521e-05,0.0005146442,0.0019159524,0.0034731054,0.0038620143,0.0048293276,0.00874091,0.01180941,0.01108207,0.009407493,0.004301426,0.00073479925
11,0.016969988527409212,14.125792,13.827928,7.39754,0.945289,6.431058,4.885299,-0.18071508,0.10866141,0.9227624,-5.386289,-6.720645,-1.3882637,0.17724609375,1.0,1.0,0.54785156,0.31943384,0.28810295,0.33930367,0.34878787,0.3146338,0.45674628,0.90392387,0.92502815,0.21744269,1.9409632e-05,0.00014635445,0.00048929575,0.0010071569,0.001615565,0.0020000206,0.0024970393,0.003572612,0.00397534,0.0034400322,0.0016437117,0.00035950344
12,0.02174833484141261,,,,,,,,,,,,,0.056640625,,,,,,,,,,,,,,,,,,,,,,,,
13,0.021621350088297086,,,,,,,,,,,,,0.05859375,,,,,,,,,,,,,,,,,,,,,,,,
14,0.021509209687215175,,,,,,,,,,,,,0.06201171875,,,,,,,,,,,,,,,,,,,,,,,,
15,0.014860872323007125,,,,,,,,,,,,,0.06005859375,,,,,,,,,,,,,,,,,,,,,,,,
16,0.01223128650851532,,,,,,,,,,,,,0.05615234375,,,,,,,,,,,,,,,,,,,,,,,,
17,0.012691712786106615,,,,,,,,,,,,,0.04736328125,,,,,,,,,,,,,,,,,,,,,,,,
18,0.014846106333583742,,,,,,,,,,,,,0.04052734375,,,,,,,,,,,,,,,,,,,,,,,,
19,0.01637091009373322,,,,,,,,,,,,,0.03759765625,,,,,,,,,,,,,,,,,,,,,,,,
20,0.015970978969327504,,,,,,,,,,,,,0.03515625,,,,,,,,,,,,,,,,,,,,,,,,
21,0.014306949243536777,,,,,,,,,,,,,0.0341796875,,,,,,,,,,,,,,,,,,,,,,,,
22,0.010864198542551107,,,,,,,,,,,,,0.0341796875,,,,,,,,,,,,,,,,,,,,,,,,
23,0.009724639777702772,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
24,0.007863309322553184,,,,,,,,,,,,,0.02978515625,,,,,,,,,,,,,,,,,,,,,,,,
25,0.004681299398514676,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0026540010032622754,,,,,,,,,,,,,0.05029296875,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0024597912756704715,,,,,,,,,,,,,0.0517578125,,,,,,,,,,,,,,,,,,,,,,,,
28,0.005377464620653022,,,,,,,,,,,,,0.05712890625,,,,,,,,,,,,,,,,,,,,,,,,
29,0.008402832573728794,,,,,,,,,,,,,0.04638671875,,,,,,,,,,,,,,,,,,,,,,,,
30,0.009129785185116578,,,,,,,,,,,,,0.04345703125,,,,,,,,,,,,,,,,,,,,,,,,
31,0.008599315525632872,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
32,0.009097843847530294,,,,,,,,,,,,,0.041015625,,,,,,,,,,,,,,,,,,,,,,,,
33,0.009400315055765343,,,,,,,,,,,,,0.03662109375,,,,,,,,,,,,,,,,,,,,,,,,
34,0.009569481921890242,,,,,,,,,,,,,0.033203125,,,,,,,,,,,,,,,,,,,,,,,,
35,0.00841552045609934,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
36,0.007733921695650367,,,,,,,,,,,,,0.033203125,,,,,,,,,,,,,,,,,,,,,,,,
37,0.007540301836573443,,,,,,,,,,,,,0.033203125,,,,,,,,,,,,,,,,,,,,,,,,
38,0.007984422004189492,,,,,,,,,,,,,0.03466796875,,,,,,,,,,,,,,,,,,,,,,,,
39,0.01153078746469706,,,,,,,,,,,,,0.03515625,,,,,,,,,,,,,,,,,,,,,,,,
40,0.015014894122928139,,,,,,,,,,,,,0.03564453125,,,,,,,,,,,,,,,,,,,,,,,,
41,0.015510532343475967,,,,,,,,,,,,,0.037109375,,,,,,,,,,,,,,,,,,,,,,,,
42,0.015924963518600864,,,,,,,,,,,,,0.03759765625,,,,,,,,,,,,,,,,,,,,,,,,
43,0.016498738988065254,,,,,,,,,,,,,0.03857421875,,,,,,,,,,,,,,,,,,,,,,,,
44,0.01761313353048483,,,,,,,,,,,,,0.0390625,,,,,,,,,,,,,,,,,,,,,,,,
45,0.01918443530484971,,,,,,,,,,,,,0.04052734375,,,,,,,,,,,,,,,,,,,,,,,,
46,0.020423524359550537,,,,,,,,,,,,,0.04052734375,,,,,,,,,,,,,,,,,,,,,,,,
47,0.02178805410229695,,,,,,,,,,,,,0.0400390625,,,,,,,,,,,,,,,,,,,,,,,,
48,0.023388904120421054,,,,,,,,,,,,,0.0390625,,,,,,,,,,,,,,,,,,,,,,,,
49,0.021167853776760667,,,,,,,,,,,,,0.03173828125,,,,,,,,,,,,,,,,,,,,,,,,
50,0.011478902642620695,,,,,,,,,,,,,0.0263671875,,,,,,,,,,,,,,,,,,,,,,,,
51,0.005936953447308353,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
52,0.004894119262255257,,,,,,,,,,,,,0.01708984375,,,,,,,,,,,,,,,,,,,,,,,,
53,0.003468902331150539,,,,,,,,,,,,,0.01708984375,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0024108070913527453,,,,,,,,,,,,,0.01708984375,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0015805031417012259,,,,,,,,,,,,,0.01806640625,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0012381240945378584,,,,,,,,,,,,,0.02099609375,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0007150571070479656,,,,,,,,,,,,,0.02001953125,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0005928368700047698,,,,,,,,,,,,,0.01953125,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0008369932023636814,,,,,,,,,,,,,0.01904296875,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0006376780239064795,,,,,,,,,,,,,0.01220703125,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0005235930928878445,,,,,,,,,,,,,0.01025390625,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00047465269579107194,,,,,,,,,,,,,0.00830078125,,,,,,,,,,,,,,,,,,,,,,,,
63,0.003953420961865827,,,,,,,,,,,,,0.01171875,,,,,,,,,,,,,,,,,,,,,,,,
64,0.01935120612509537,,,,,,,,,,,,,0.0322265625,,,,,,,,,,,,,,,,,,,,,,,,
65,0.02929231985760665,,,,,,,,,,,,,0.05810546875,,,,,,,,,,,,,,,,,,,,,,,,
66,0.027821867325041636,,,,,,,,,,,,,0.078125,,,,,,,,,,,,,,,,,,,,,,,,
67,0.020958921606321602,,,,,,,,,,,,,0.0908203125,,,,,,,,,,,,,,,,,,,,,,,,
68,0.015509009107911038,,,,,,,,,,,,,0.0908203125,,,,,,,,,,,,,,,,,,,,,,,,
69,0.011698463757685022,,,,,,,,,,,,,0.08837890625,,,,,,,,,,,,,,,,,,,,,,,,
70,0.009947966183518165,,,,,,,,,,,,,0.08740234375,,,,,,,,,,,,,,,,,,,,,,,,
71,0.009052304743270147,,,,,,,,,,,,,0.09326171875,,,,,,,,,,,,,,,,,,,,,,,,
72,0.009193393501463958,,,,,,,,,,,,,0.0966796875,,,,,,,,,,,,,,,,,,,,,,,,
73,0.00958166984265515,,,,,,,,,,,,,0.09619140625,,,,,,,,,,,,,,,,,,,,,,,,
74,0.009394424526100103,,,,,,,,,,,,,0.09814453125,,,,,,,,,,,,,,,,,,,,,,,,
75,0.00709095840305848,,,,,,,,,,,,,0.09423828125,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0033915862038345207,,,,,,,,,,,,,0.09521484375,,,,,,,,,,,,,,,,,,,,,,,,
77,0.0014519452655250209,,,,,,,,,,,,,0.08056640625,,,,,,,,,,,,,,,,,,,,,,,,
78,0.0005852224307548321,,,,,,,,,,,,,0.080078125,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0009192901328081945,,,,,,,,,,,,,0.06884765625,,,,,,,,,,,,,,,,,,,,,,,,
80,0.000524619293732771,,,,,,,,,,,,,0.04345703125,,,,,,,,,,,,,,,,,,,,,,,,
81,0.0004318188967788076,,,,,,,,,,,,,0.04052734375,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0006475068496930045,,,,,,,,,,,,,0.04443359375,,,,,,,,,,,,,,,,,,,,,,,,
83,0.0006755544896407301,,,,,,,,,,,,,0.05224609375,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0005393500965053759,,,,,,,,,,,,,0.0595703125,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0005881582667531813,,,,,,,,,,,,,0.05224609375,,,,,,,,,,,,,,,,,,,,,,,,
86,0.0004908287566159655,,,,,,,,,,,,,0.02587890625,,,,,,,,,,,,,,,,,,,,,,,,
